"Gene_name" "P_values" "Adjusted_value" "is_significant"
"6581" "POP4" 8.862551e-05 0.00015850816043744 TRUE
"6972" "C16orf95" 8.862551e-05 0.00015850816043744 TRUE
"7855" "RASGRF1" 8.863343e-05 0.00015850816043744 TRUE
"9186" "P2RY6" 8.862551e-05 0.00015850816043744 TRUE
"9333" "CDYL" 8.862551e-05 0.00015850816043744 TRUE
"10238" "TIGD3" 8.862215e-05 0.00015850816043744 TRUE
"11034" "EIF2B4" 8.862551e-05 0.00015850816043744 TRUE
"11908" "GSTM2" 8.862551e-05 0.00015850816043744 TRUE
"11996" "EFHB" 8.862215e-05 0.00015850816043744 TRUE
"14026" "CAMSAP3" 8.862551e-05 0.00015850816043744 TRUE
"15476" "MPHOSPH9" 8.863343e-05 0.00015850816043744 TRUE
"1955" "CBX5" 8.975233e-05 0.000160491945154374 TRUE
"7365" "RNF114" 9.006989e-05 0.000161025269581994 TRUE
"14292" "ISPD" 9.006989e-05 0.000161025269581994 TRUE
"1032" "STEAP3" 9.089955e-05 0.000162369296851574 TRUE
"2738" "ZFAND5" 9.089955e-05 0.000162369296851574 TRUE
"3533" "ACTR3C" 9.089955e-05 0.000162369296851574 TRUE
"5012" "GAK" 9.089955e-05 0.000162369296851574 TRUE
"6817" "METTL25" 9.089955e-05 0.000162369296851574 TRUE
"11966" "IGIP" 9.089955e-05 0.000162369296851574 TRUE
"12027" "XRCC3" 9.089611e-05 0.000162369296851574 TRUE
"15284" "ZNF770" 9.089955e-05 0.000162369296851574 TRUE
"4749" "SREK1IP1" 9.095902e-05 0.000162423343710524 TRUE
"5624" "NBL1" 9.095902e-05 0.000162423343710524 TRUE
"11512" "DEDD2" 9.095902e-05 0.000162423343710524 TRUE
"14683" "PODNL1" 9.205365e-05 0.000164360402697495 TRUE
"5473" "SEC23IP" 9.213967e-05 0.000164496381847372 TRUE
"6383" "FTSJ2" 9.248516e-05 0.000165077845778491 TRUE
"16160" "C16orf58" 9.248516e-05 0.000165077845778491 TRUE
"1535" "SPINT1" 9.322863e-05 0.000166262541259489 TRUE
"1584" "GDF11" 9.322863e-05 0.000166262541259489 TRUE
"1718" "IKBKE" 9.322863e-05 0.000166262541259489 TRUE
"1977" "CYP2E1" 9.322863e-05 0.000166262541259489 TRUE
"5959" "PDXDC1" 9.322511e-05 0.000166262541259489 TRUE
"12342" "PTBP1" 9.322863e-05 0.000166262541259489 TRUE
"12596" "COPZ2" 9.322511e-05 0.000166262541259489 TRUE
"13272" "CCL21" 9.322863e-05 0.000166262541259489 TRUE
"12872" "TP53BP2" 9.334215e-05 0.000166447194996793 TRUE
"8369" "H2AFB3" 9.394319e-05 0.000167501059241048 TRUE
"5283" "GPR17" 9.441064e-05 0.000168316532193245 TRUE
"5826" "ZNF491" 9.496152e-05 0.000169280555049695 TRUE
"569" "STRN3" 9.561398e-05 0.000170225337431956 TRUE
"1608" "ACSF3" 9.561398e-05 0.000170225337431956 TRUE
"1786" "SOX12" 9.561398e-05 0.000170225337431956 TRUE
"3472" "CIR1" 9.561398e-05 0.000170225337431956 TRUE
"5822" "SELL" 9.561039e-05 0.000170225337431956 TRUE
"6459" "RNMT" 9.561039e-05 0.000170225337431956 TRUE
"9304" "TMED5" 9.561398e-05 0.000170225337431956 TRUE
"12039" "ARPC4" 9.561398e-05 0.000170225337431956 TRUE
"13220" "FAM177A1" 9.561398e-05 0.000170225337431956 TRUE
"14319" "NOMO3" 9.561039e-05 0.000170225337431956 TRUE
"14404" "NOX4" 9.561398e-05 0.000170225337431956 TRUE
"14978" "RP11-80A15.1" 9.560679e-05 0.000170225337431956 TRUE
"2484" "ATF6B" 9.578417e-05 0.000170419195264 TRUE
"6256" "RING1" 9.578417e-05 0.000170419195264 TRUE
"6636" "NRXN3" 9.578417e-05 0.000170419195264 TRUE
"7366" "ENTPD2" 9.578417e-05 0.000170419195264 TRUE
"9921" "RAB8A" 9.578417e-05 0.000170419195264 TRUE
"11874" "TNFAIP8L3" 9.578417e-05 0.000170419195264 TRUE
"15723" "DUSP3" 9.682453e-05 0.00017225183024744 TRUE
"9765" "AC137932.1" 9.702387e-05 0.000172588050719846 TRUE
"659" "ZNF160" 9.805689e-05 0.000174332650309103 TRUE
"11598" "DHH" 9.804953e-05 0.000174332650309103 TRUE
"12202" "TET1" 9.805689e-05 0.000174332650309103 TRUE
"13366" "NIPAL3" 9.805689e-05 0.000174332650309103 TRUE
"14226" "DEDD" 9.805689e-05 0.000174332650309103 TRUE
"7047" "ADAMTS9" 9.828642e-05 0.000174684867938199 TRUE
"11727" "FGG" 9.828642e-05 0.000174684867938199 TRUE
"13879" "NUDT13" 9.828642e-05 0.000174684867938199 TRUE
"11507" "C16orf70" 9.929661e-05 0.000176442681879195 TRUE
"15519" "PDE9A" 9.929661e-05 0.000176442681879195 TRUE
"1802" "DDX42" 0.0001001033 0.000177857162760971 TRUE
"160" "LOXL1" 0.0001005586 0.000178513989782886 TRUE
"977" "IGSF8" 0.0001005586 0.000178513989782886 TRUE
"1763" "TMCO3" 0.0001005511 0.000178513989782886 TRUE
"2019" "PIANP" 0.0001005549 0.000178513989782886 TRUE
"2395" "NOS2" 0.0001005586 0.000178513989782886 TRUE
"4137" "CNKSR2" 0.0001005549 0.000178513989782886 TRUE
"4424" "PRKCB" 0.0001005586 0.000178513989782886 TRUE
"5182" "RASL10B" 0.0001005586 0.000178513989782886 TRUE
"1331" "ZNF71" 0.0001008464 0.000178955638723404 TRUE
"2070" "SCARB2" 0.0001008503 0.000178955638723404 TRUE
"5241" "KLF7" 0.0001008503 0.000178955638723404 TRUE
"10109" "FAXDC2" 0.0001008503 0.000178955638723404 TRUE
"4842" "HHAT" 0.0001018282 0.00018065245437141 TRUE
"6071" "SYNJ1" 0.0001018282 0.00018065245437141 TRUE
"15808" "OR7D2" 0.0001020682 0.000181058978623843 TRUE
"15478" "PALB2" 0.0001027716 0.000182287355168014 TRUE
"32" "CTSB" 0.0001031205 0.000182653705001593 TRUE
"336" "DACT1" 0.0001031205 0.000182653705001593 TRUE
"1592" "HP" 0.0001031205 0.000182653705001593 TRUE
"4681" "AQP4" 0.0001031205 0.000182653705001593 TRUE
"5661" "MDN1" 0.0001031205 0.000182653705001593 TRUE
"7249" "RBPMS" 0.0001031205 0.000182653705001593 TRUE
"7796" "SLC3A2" 0.0001031205 0.000182653705001593 TRUE
"9096" "FBXL18" 0.0001031205 0.000182653705001593 TRUE
"9613" "EIF4G2" 0.0001031167 0.000182653705001593 TRUE
"10162" "SEC61B" 0.0001031167 0.000182653705001593 TRUE
"10670" "TMEM200C" 0.0001031205 0.000182653705001593 TRUE
"12356" "ZSCAN21" 0.0001031205 0.000182653705001593 TRUE
"14670" "FBXW11" 0.0001031205 0.000182653705001593 TRUE
"68" "C11orf70" 0.0001034772 0.000183207695149135 TRUE
"880" "SNX9" 0.0001034772 0.000183207695149135 TRUE
"5598" "KAT6B" 0.0001034772 0.000183207695149135 TRUE
"9463" "TECPR2" 0.0001034732 0.000183207695149135 TRUE
"14961" "NDUFA1" 0.0001044167 0.000184838757083731 TRUE
"16412" "RABL5" 0.0001044206 0.000184838757083731 TRUE
"1500" "SMN2" 0.0001048107 0.000185509600594227 TRUE
"69" "METTL14" 0.000105744 0.000187042409331919 TRUE
"258" "SKAP2" 0.000105744 0.000187042409331919 TRUE
"3106" "PHLDB2" 0.000105744 0.000187042409331919 TRUE
"13759" "THOC3" 0.000105744 0.000187042409331919 TRUE
"14577" "GLYATL1" 0.000105744 0.000187042409331919 TRUE
"16207" "RECQL4" 0.000105744 0.000187042409331919 TRUE
"1544" "AC026740.1" 0.0001061686 0.000187733727128167 TRUE
"8741" "FKBP7" 0.0001061686 0.000187733727128167 TRUE
"12355" "NPRL3" 0.0001061686 0.000187733727128167 TRUE
"10447" "TGOLN2" 0.0001070752 0.000189296696979332 TRUE
"10784" "NSMCE1" 0.0001070752 0.000189296696979332 TRUE
"1230" "ARNTL" 0.0001084303 0.000191550244016098 TRUE
"3307" "CHRNB2" 0.0001084303 0.000191550244016098 TRUE
"6170" "PIK3C2B" 0.0001084303 0.000191550244016098 TRUE
"8069" "MTFMT" 0.0001084263 0.000191550244016098 TRUE
"8984" "EGFL6" 0.0001084303 0.000191550244016098 TRUE
"10092" "GPAT2" 0.0001084303 0.000191550244016098 TRUE
"13951" "ANKRD11" 0.0001084303 0.000191550244016098 TRUE
"147" "TIMM10" 0.000108926 0.000192364815246162 TRUE
"658" "CASC3" 0.0001089218 0.000192364815246162 TRUE
"8912" "ECI1" 0.000108926 0.000192364815246162 TRUE
"2584" "TPSD1" 0.0001094969 0.000193352561084057 TRUE
"5644" "OMG" 0.0001097893 0.000193848367100667 TRUE
"3176" "TP53TG3D" 0.0001103213 0.000194767070702794 TRUE
"346" "RELL2" 0.0001111768 0.000196063974627339 TRUE
"4891" "ALG8" 0.0001111809 0.000196063974627339 TRUE
"7018" "KPNB1" 0.0001111852 0.000196063974627339 TRUE
"7353" "AREG" 0.0001111809 0.000196063974627339 TRUE
"7647" "YRDC" 0.0001111809 0.000196063974627339 TRUE
"8013" "ZMAT4" 0.0001111809 0.000196063974627339 TRUE
"8878" "DSEL" 0.0001111809 0.000196063974627339 TRUE
"9685" "DOK5" 0.0001111809 0.000196063974627339 TRUE
"10406" "C21orf67" 0.0001111809 0.000196063974627339 TRUE
"12643" "CDK2" 0.0001111852 0.000196063974627339 TRUE
"12975" "DAB2" 0.0001111809 0.000196063974627339 TRUE
"5426" "PNLDC1" 0.0001117465 0.000196978056007609 TRUE
"6034" "AC004381.6" 0.0001117508 0.000196978056007609 TRUE
"11704" "USP12" 0.0001117508 0.000196978056007609 TRUE
"15039" "ELOVL4" 0.0001117508 0.000196978056007609 TRUE
"3949" "AL807752.1" 0.0001123949 0.000198092448436179 TRUE
"2539" "GNPTG" 0.0001139973 0.000200831745247148 TRUE
"3393" "CXADR" 0.0001139973 0.000200831745247148 TRUE
"5400" "ZBTB48" 0.0001139973 0.000200831745247148 TRUE
"11794" "MPP6" 0.0001139973 0.000200831745247148 TRUE
"4412" "FUS" 0.0001141312 0.000201046405745063 TRUE
"1129" "CIZ1" 0.0001146447 0.000201865680988071 TRUE
"4309" "PAIP2" 0.0001146358 0.000201865680988071 TRUE
"9844" "SNX13" 0.0001146447 0.000201865680988071 TRUE
"14174" "ITCH" 0.0001146447 0.000201865680988071 TRUE
"2737" "SH2D7" 0.0001161001 0.000204406762507916 TRUE
"2220" "TMTC1" 0.0001168808 0.000205629336989769 TRUE
"4835" "CCL22" 0.0001168808 0.000205629336989769 TRUE
"8973" "RP11-195F19.5" 0.0001168808 0.000205629336989769 TRUE
"9791" "GAS8" 0.0001168808 0.000205629336989769 TRUE
"9810" "IRAK2" 0.0001168808 0.000205629336989769 TRUE
"14888" "STK17B" 0.0001168765 0.000205629336989769 TRUE
"16154" "SARS2" 0.0001168765 0.000205629336989769 TRUE
"119" "CNGA4" 0.0001176091 0.00020682338302583 TRUE
"2502" "ZSCAN4" 0.0001175865 0.00020682338302583 TRUE
"7533" "ZC3H13" 0.0001176091 0.00020682338302583 TRUE
"8633" "MRPL44" 0.0001176091 0.00020682338302583 TRUE
"15460" "C1GALT1C1" 0.0001186839 0.000208691487666034 TRUE
"3680" "CCDC22" 0.0001198286 0.000210645425229213 TRUE
"8191" "NDUFA13" 0.0001198286 0.000210645425229213 TRUE
"12902" "ENG" 0.000119833 0.000210645425229213 TRUE
"8203" "RRP8" 0.0001202456 0.000211348430769231 TRUE
"15175" "CLUAP1" 0.0001206456 0.000212029144241913 TRUE
"851" "TPRXL" 0.0001213132 0.00021317995954488 TRUE
"8906" "PDZD11" 0.0001213309 0.000213188603391973 TRUE
"1372" "ZFP82" 0.0001228509 0.000215662815407283 TRUE
"2702" "ZNF629" 0.0001228554 0.000215662815407283 TRUE
"3940" "TBCC" 0.0001228554 0.000215662815407283 TRUE
"5408" "RBAK" 0.0001228554 0.000215662815407283 TRUE
"8666" "ITGA2B" 0.0001228554 0.000215662815407283 TRUE
"10199" "MROH7-TTC4" 0.0001228509 0.000215662815407283 TRUE
"12069" "ART1" 0.0001228554 0.000215662815407283 TRUE
"14895" "EPHX3" 0.0001228554 0.000215662815407283 TRUE
"15811" "ABI3BP" 0.0001228554 0.000215662815407283 TRUE
"240" "HIST1H2BH" 0.0001234026 0.000216600585920236 TRUE
"6941" "PPP1R3F" 0.000123756 0.00021719803030303 TRUE
"14764" "NOP9" 0.0001250227 0.000219398067964229 TRUE
"615" "WDPCP" 0.0001259496 0.000220861998317914 TRUE
"2101" "NUDT15" 0.0001259496 0.000220861998317914 TRUE
"7254" "RBM15" 0.0001259496 0.000220861998317914 TRUE
"7410" "WDR77" 0.0001259496 0.000220861998317914 TRUE
"7528" "AKAP6" 0.0001259496 0.000220861998317914 TRUE
"11693" "TENM3" 0.0001259496 0.000220861998317914 TRUE
"13238" "TXNL4B" 0.000125945 0.000220861998317914 TRUE
"7648" "C2orf76" 0.0001269419 0.000222555275593862 TRUE
"14007" "XCR1" 0.0001269419 0.000222555275593862 TRUE
"15585" "VGF" 0.0001284076 0.000225101289332633 TRUE
"12327" "FAM3C" 0.0001285588 0.000225342663303909 TRUE
"1081" "ZYG11A" 0.0001291172 0.000226155087262417 TRUE
"6455" "EPC1" 0.0001291172 0.000226155087262417 TRUE
"8803" "MR1" 0.0001291172 0.000226155087262417 TRUE
"11744" "ZBTB5" 0.0001291125 0.000226155087262417 TRUE
"12935" "HECTD4" 0.0001291172 0.000226155087262417 TRUE
"13593" "HPX" 0.0001291172 0.000226155087262417 TRUE
"15502" "CRAT" 0.0001291172 0.000226155087262417 TRUE
"11459" "ICAM2" 0.0001299938 0.00022766658798824 TRUE
"2541" "GAR1" 0.000130205 0.000228012535433071 TRUE
"12853" "LSM5" 0.0001307242 0.000228897717404997 TRUE
"704" "SYMPK" 0.0001323597 0.000231639890462701 TRUE
"2657" "AP000275.65" 0.0001323597 0.000231639890462701 TRUE
"7073" "MAP2" 0.0001323597 0.000231639890462701 TRUE
"8050" "DNAJC12" 0.0001323597 0.000231639890462701 TRUE
"12891" "NTF3" 0.0001323597 0.000231639890462701 TRUE
"13964" "ELMOD2" 0.0001324226 0.000231725657574486 TRUE
"4996" "NETO1" 0.0001334124 0.00023340873001888 TRUE
"12477" "ALG3" 0.0001334071 0.00023340873001888 TRUE
"11673" "TBC1D2" 0.000135243 0.000236586600943891 TRUE
"5232" "HIST1H4I" 0.0001356739 0.000237174846363446 TRUE
"5810" "AGAP4" 0.0001356788 0.000237174846363446 TRUE
"6506" "CHMP4C" 0.0001356788 0.000237174846363446 TRUE
"8986" "SRSF10" 0.0001356788 0.000237174846363446 TRUE
"9113" "FAM96B" 0.0001356788 0.000237174846363446 TRUE
"10904" "AIFM2" 0.0001356788 0.000237174846363446 TRUE
"16113" "RCBTB1" 0.0001356788 0.000237174846363446 TRUE
"1679" "CSTB" 0.0001369697 0.000239356165112624 TRUE
"11026" "RPL24" 0.0001369697 0.000239356165112624 TRUE
"15143" "RBKS" 0.0001369697 0.000239356165112624 TRUE
"9597" "TRIM41" 0.0001387067 0.000242366201131364 TRUE
"688" "LYSMD4" 0.0001390762 0.000242808354197195 TRUE
"3314" "MAP2K3" 0.0001390712 0.000242808354197195 TRUE
"9653" "HNRNPL" 0.0001390762 0.000242808354197195 TRUE
"9889" "CCDC106" 0.0001390762 0.000242808354197195 TRUE
"10446" "SLC17A1" 0.0001390762 0.000242808354197195 TRUE
"12838" "RPL21" 0.0001390762 0.000242808354197195 TRUE
"14177" "RP11-192H23.4" 0.0001390762 0.000242808354197195 TRUE
"14211" "SPDYE3" 0.0001390762 0.000242808354197195 TRUE
"1115" "B3GAT3" 0.0001404749 0.000245224629199372 TRUE
"10553" "AARS2" 0.0001404943 0.000245232830054416 TRUE
"925" "AC007952.6" 0.0001407947 0.000245731463429947 TRUE
"6386" "HSPBP1" 0.0001422537 0.000248251905838041 TRUE
"13952" "NPAS4" 0.0001424869 0.000248632858248771 TRUE
"308" "UPP1" 0.0001425537 0.00024864537446408 TRUE
"11649" "ERG" 0.0001425537 0.00024864537446408 TRUE
"12484" "P2RX5" 0.0001425537 0.00024864537446408 TRUE
"13442" "RP1-102H19.8" 0.0001425485 0.00024864537446408 TRUE
"10448" "ZNF776" 0.0001440645 0.000251201741584779 TRUE
"10799" "SYNJ2" 0.0001440645 0.000251201741584779 TRUE
"13997" "MCC" 0.0001440645 0.000251201741584779 TRUE
"9313" "FAM32A" 0.0001441666 0.000251353495139542 TRUE
"837" "ATP9B" 0.0001443178 0.000251590813545151 TRUE
"4311" "PHF23" 0.0001446521 0.000252147249242345 TRUE
"1114" "TSPAN1" 0.0001461129 0.000254427724397119 TRUE
"1773" "DGKG" 0.0001461076 0.000254427724397119 TRUE
"2132" "RBP7" 0.0001461129 0.000254427724397119 TRUE
"3111" "LRRC73" 0.0001461129 0.000254427724397119 TRUE
"3518" "NEU3" 0.0001461076 0.000254427724397119 TRUE
"5936" "SSB" 0.0001461129 0.000254427724397119 TRUE
"6992" "SEMA4D" 0.0001461129 0.000254427724397119 TRUE
"10903" "CLTA" 0.0001461129 0.000254427724397119 TRUE
"11663" "AP001816.1" 0.0001461129 0.000254427724397119 TRUE
"13467" "SUSD5" 0.0001461129 0.000254427724397119 TRUE
"8359" "SMTNL1" 0.0001479078 0.000257509815904822 TRUE
"15210" "UBE3C" 0.0001479292 0.000257509815904822 TRUE
"15752" "ZFAND4" 0.0001479292 0.000257509815904822 TRUE
"5510" "KCNT1" 0.0001495666 0.000260332973807785 TRUE
"5311" "SARDH" 0.0001497556 0.00026058036803672 TRUE
"7070" "HAX1" 0.0001497556 0.00026058036803672 TRUE
"15591" "ADORA1" 0.0001497556 0.00026058036803672 TRUE
"12581" "MOCS1" 0.0001515043 0.000263595673724836 TRUE
"3729" "MB21D2" 0.0001516035 0.000263740757196496 TRUE
"5612" "KIAA1875" 0.0001534401 0.000266789264693622 TRUE
"5708" "DNAJB11" 0.0001534838 0.000266789264693622 TRUE
"12163" "TMEM39A" 0.0001534838 0.000266789264693622 TRUE
"12536" "FOSL2" 0.0001534838 0.000266789264693622 TRUE
"13143" "FBXO31" 0.0001534143 0.000266789264693622 TRUE
"14646" "VSTM2L" 0.0001534838 0.000266789264693622 TRUE
"15245" "SUSD2" 0.0001534838 0.000266789264693622 TRUE
"16548" "CCDC153" 0.0001534838 0.000266789264693622 TRUE
"8635" "CMAS" 0.0001537408 0.000267208142544545 TRUE
"1102" "C17orf64" 0.0001553749 0.000269935770440579 TRUE
"1324" "C14orf79" 0.0001553749 0.000269935770440579 TRUE
"5787" "HDAC7" 0.0001553584 0.000269935770440579 TRUE
"15477" "LRRC37A" 0.0001553749 0.000269935770440579 TRUE
"949" "C11orf74" 0.0001557334 0.000270530421995418 TRUE
"1249" "SPIB" 0.0001572991 0.000273079619900083 TRUE
"4325" "SLC9A5" 0.0001572991 0.000273079619900083 TRUE
"5097" "CRYBB3" 0.0001572991 0.000273079619900083 TRUE
"6553" "TAF10" 0.0001572991 0.000273079619900083 TRUE
"11188" "AL121761.2" 0.0001572991 0.000273079619900083 TRUE
"13766" "C2orf48" 0.0001572967 0.000273079619900083 TRUE
"4630" "QTRTD1" 0.0001592989 0.000276503891363163 TRUE
"12870" "RERE" 0.0001593047 0.000276503891363163 TRUE
"832" "PCDHB13" 0.000161198 0.000279538002702984 TRUE
"6548" "FAM206A" 0.000161198 0.000279538002702984 TRUE
"7502" "WNK2" 0.0001612036 0.000279538002702984 TRUE
"7996" "KLHDC2" 0.0001612036 0.000279538002702984 TRUE
"8301" "CCDC85C" 0.0001612036 0.000279538002702984 TRUE
"9868" "DAPK1" 0.0001612036 0.000279538002702984 TRUE
"11468" "ANKRD35" 0.0001612036 0.000279538002702984 TRUE
"16446" "BTBD3" 0.0001612036 0.000279538002702984 TRUE
"16497" "PDLIM3" 0.0001612036 0.000279538002702984 TRUE
"396" "GRIN3B" 0.0001628177 0.000282307612889813 TRUE
"13076" "ZFPM1" 0.0001633452 0.000283192800748363 TRUE
"3821" "EZR" 0.0001651992 0.000286258327030958 TRUE
"4664" "FAM110C" 0.0001651992 0.000286258327030958 TRUE
"6577" "BCL2L2-PABPN1" 0.0001651992 0.000286258327030958 TRUE
"14709" "TALDO1" 0.0001651934 0.000286258327030958 TRUE
"15381" "MAMLD1" 0.0001651992 0.000286258327030958 TRUE
"3542" "ABCB10" 0.0001671346 0.000289581918354628 TRUE
"7607" "FAM149B1" 0.000167482 0.000290153693394267 TRUE
"377" "LGI3" 0.0001692819 0.000293069071510119 TRUE
"4229" "KCNH6" 0.0001692878 0.000293069071510119 TRUE
"4786" "ISY1-RAB43" 0.0001692819 0.000293069071510119 TRUE
"5149" "ZNF404" 0.0001692878 0.000293069071510119 TRUE
"7702" "ZNF678" 0.0001692878 0.000293069071510119 TRUE
"11670" "AFG3L2" 0.0001692878 0.000293069071510119 TRUE
"16377" "NDUFV2" 0.0001692878 0.000293069071510119 TRUE
"10428" "SLC12A9" 0.0001693196 0.000293093703611457 TRUE
"5600" "FAM91A1" 0.0001713496 0.00029657687330082 TRUE
"6399" "TMEM134" 0.0001717171 0.000297089640908619 TRUE
"12702" "MPHOSPH10" 0.0001717109 0.000297089640908619 TRUE
"13474" "SLC35E4" 0.0001717171 0.000297089640908619 TRUE
"15518" "TIMP3" 0.0001717171 0.000297089640908619 TRUE
"321" "MAOA" 0.0001734715 0.0002998761135869 TRUE
"1713" "MLANA" 0.0001734715 0.0002998761135869 TRUE
"2199" "SOX13" 0.0001734654 0.0002998761135869 TRUE
"4963" "SMC6" 0.0001734715 0.0002998761135869 TRUE
"6070" "LSG1" 0.0001734715 0.0002998761135869 TRUE
"9594" "ELOVL7" 0.0001734715 0.0002998761135869 TRUE
"10881" "ZNF829" 0.0001734715 0.0002998761135869 TRUE
"13022" "CPEB1" 0.0001734654 0.0002998761135869 TRUE
"11283" "NPIPA3" 0.0001738659 0.000300526757720207 TRUE
"2871" "YIPF3" 0.0001760529 0.000304243925818483 TRUE
"8843" "ACTR2" 0.0001760529 0.000304243925818483 TRUE
"11427" "PUM2" 0.0001760934 0.000304250871348664 TRUE
"11477" "GTF2E2" 0.0001760934 0.000304250871348664 TRUE
"2772" "GADD45B" 0.0001777522 0.000306830869916175 TRUE
"7222" "HOXB4" 0.0001777522 0.000306830869916175 TRUE
"8996" "CACTIN" 0.0001777398 0.000306830869916175 TRUE
"11729" "PTCHD4" 0.0001777522 0.000306830869916175 TRUE
"14109" "MORN3" 0.0001777522 0.000306830869916175 TRUE
"14539" "B3GALT6" 0.0001777522 0.000306830869916175 TRUE
"14652" "RP11-298I3.5" 0.0001777522 0.000306830869916175 TRUE
"16079" "S100A11" 0.0001777522 0.000306830869916175 TRUE
"16456" "CD274" 0.0001777522 0.000306830869916175 TRUE
"7348" "NKAP" 0.0001782462 0.000307599320918684 TRUE
"8466" "ANKRD34A" 0.0001782527 0.000307599320918684 TRUE
"14687" "GRIN2C" 0.0001782527 0.000307599320918684 TRUE
"536" "GSDMA" 0.0001804914 0.000311398071162598 TRUE
"8250" "ITGB3BP" 0.0001804914 0.000311398071162598 TRUE
"16140" "POLR2C" 0.0001807403 0.000311795242941359 TRUE
"359" "TSEN54" 0.0001821322 0.000313969108722613 TRUE
"2387" "SEPT11" 0.0001821322 0.000313969108722613 TRUE
"3119" "CARD10" 0.0001821322 0.000313969108722613 TRUE
"9643" "ITGB3" 0.0001821322 0.000313969108722613 TRUE
"10224" "HGD" 0.0001821322 0.000313969108722613 TRUE
"14598" "ATP2A1" 0.0001821258 0.000313969108722613 TRUE
"16571" "FGD3" 0.0001821322 0.000313969108722613 TRUE
"9004" "UROD" 0.0001843536 0.000317765634804175 TRUE
"11187" "BCL2L13" 0.000185035 0.000318907191568506 TRUE
"3694" "CDK2AP2" 0.0001862085 0.000320896557495609 TRUE
"8357" "ARL15" 0.0001866134 0.000321527890920359 TRUE
"15443" "ALDH8A1" 0.0001866134 0.000321527890920359 TRUE
"13105" "RYR3" 0.0001873334 0.000322735086965503 TRUE
"12535" "POU3F1" 0.0001888796 0.000325365251265104 TRUE
"1792" "UBXN2A" 0.000189686 0.000326518315789474 TRUE
"7534" "CDC27" 0.000189686 0.000326518315789474 TRUE
"9519" "ELP3" 0.0001896791 0.000326518315789474 TRUE
"10786" "UBAC2" 0.0001896654 0.000326518315789474 TRUE
"12725" "THOC1" 0.000189686 0.000326518315789474 TRUE
"13891" "CCDC134" 0.000189686 0.000326518315789474 TRUE
"14907" "SLC22A5" 0.000189686 0.000326518315789474 TRUE
"2400" "PTPRD" 0.0001911982 0.000328985555601403 TRUE
"9603" "EMILIN1" 0.0001911982 0.000328985555601403 TRUE
"12191" "C11orf54" 0.0001911982 0.000328985555601403 TRUE
"12531" "ANKRD44" 0.0001911982 0.000328985555601403 TRUE
"5994" "GRPEL1" 0.0001920455 0.000330375303217822 TRUE
"16317" "MSANTD3" 0.0001920455 0.000330375303217822 TRUE
"4474" "FOXN2" 0.0001935234 0.000332814755335602 TRUE
"6956" "CHCHD3" 0.0001935234 0.000332814755335602 TRUE
"8101" "PURA" 0.0001935234 0.000332814755335602 TRUE
"10694" "RNF7" 0.0001944116 0.000334307782268041 TRUE
"14972" "SLC30A1" 0.0001944466 0.00033433350046387 TRUE
"1741" "TDRD12" 0.0001958883 0.000336674069860896 TRUE
"2773" "GSTO1" 0.0001958886 0.000336674069860896 TRUE
"4266" "ARHGAP28" 0.0001958886 0.000336674069860896 TRUE
"9680" "UBE2E3" 0.0001958886 0.000336674069860896 TRUE
"15359" "ERCC6" 0.0001982674 0.000340727409025345 TRUE
"9127" "BACE2" 0.0001993194 0.000342464729295426 TRUE
"14540" "KCNS2" 0.0001993122 0.000342464729295426 TRUE
"44" "FAM65C" 0.000200687 0.000344566048378796 TRUE
"1060" "KAT2A" 0.000200687 0.000344566048378796 TRUE
"5205" "SRCIN1" 0.0002006732 0.000344566048378796 TRUE
"6922" "GPR37" 0.000200687 0.000344566048378796 TRUE
"7072" "URI1" 0.0002006801 0.000344566048378796 TRUE
"7744" "FNBP1" 0.000200687 0.000344566048378796 TRUE
"10161" "ZCWPW1" 0.0002006801 0.000344566048378796 TRUE
"476" "ARMC1" 0.0002031205 0.000348708310004117 TRUE
"7326" "PAGR1" 0.0002043067 0.000350636460129643 TRUE
"14533" "ME2" 0.0002042994 0.000350636460129643 TRUE
"15943" "POLR2J" 0.0002043067 0.000350636460129643 TRUE
"816" "ZNF594" 0.0002055887 0.000352558473938522 TRUE
